Gait_Cycle(%),Patient_Mean,Patient_Std,Reference_Mean,Reference_Std
59.5959595959596,64.43294013613723,1,34.32940136137229,2.5
60.60606060606061,64.3818410137794,1,33.818410137793954,2.5
61.61616161616162,64.3332309994837,1,33.33230999483708,2.5
62.62626262626263,64.28730582862114,1,32.87305828621137,2.5
63.63636363636364,64.24425042564575,1,32.44250425645741,2.5
64.64646464646465,64.20423815946917,1,32.042381594691676,2.5
65.65656565656566,64.16743014536523,1,31.674301453652284,2.5
66.66666666666667,64.13397459621557,1,31.33974596215561,2.5
67.67676767676768,64.10400622570866,1,31.04006225708664,2.5
68.68686868686869,64.07764570589542,1,30.776457058954186,2.5
69.6969696969697,64.05499918128532,1,30.549991812853314,2.5
70.70707070707071,64.03615784144006,1,30.361578414400576,2.5
71.71717171717172,64.02119755378521,1,30.21197553785221,2.5
72.72727272727273,64.01017855811907,1,30.101785581190676,2.5
73.73737373737374,64.00314522404805,1,30.031452240480576,2.5
74.74747474747475,64.00012587232612,1,30.00125872326125,2.5
75.75757575757576,64.00113266081699,1,30.011326608169917,2.5
76.76767676767678,64.00616153553875,1,30.06161535538746,2.5
77.77777777777779,64.0151922469878,1,30.15192246987792,2.5
78.7878787878788,64.02818843167645,1,30.281884316764582,2.5
79.7979797979798,64.04509775855593,1,30.45097758555926,2.5
80.80808080808082,64.0658521397349,1,30.658521397348935,2.5
81.81818181818183,64.09036800464548,1,30.90368004645482,2.5
82.82828282828284,64.11854663655242,1,31.18546636552418,2.5
83.83838383838385,64.15027457005048,1,31.502745700504857,2.5
84.84848484848486,64.18542404794967,1,31.854240479496646,2.5
85.85858585858587,64.22385353570824,1,32.238535357082434,2.5
86.86868686868688,64.26540829134247,1,32.654082913424666,2.5
87.87878787878789,64.30992098851789,1,33.09920988517888,2.5
88.8888888888889,64.35721239031346,1,33.57212390313461,2.5
89.89898989898991,64.40709207094535,1,34.0709207094536,2.5
90.90909090909092,64.4593591825444,1,34.59359182544402,2.5
91.91919191919193,64.51380326389953,1,35.13803263899531,2.5
92.92929292929294,64.57020508791084,1,35.702050879108285,2.5
93.93939393939395,64.62833754433967,1,36.28337544339673,2.5
94.94949494949496,64.68796655430151,1,36.87966554301513,2.5
95.95959595959597,64.74885201281892,1,37.48852012818921,2.5
96.96969696969697,64.8107487556396,1,38.1074875563959,2.5
97.97979797979798,64.87340754642625,1,38.73407546426251,2.5
98.98989898989899,64.93657608034343,1,39.365760803434355,2.5
100.0,65.0,1,40.0,2.5
