Gait_Cycle(%),Elbow_Patient_Mean,Elbow_Patient_Std,Elbow_Reference_Mean,Elbow_Reference_Std,Hip_Patient_Mean,Hip_Patient_Std,Hip_Reference_Mean,Hip_Reference_Std,Knee_Patient_Mean,Knee_Patient_Std,Knee_Reference_Mean,Knee_Reference_Std
55.0,59.07294901687516,1.0,56.291796067500634,2.0,25.673762078750737,1.5,23.510643118126108,3.0,27.274575140626318,2.0,25.605883371001603,3.5
56.0,58.89562634194596,1.0,55.58250536778387,2.0,24.84625626241451,1.5,22.269384393621763,3.0,25.79688618288305,2.0,23.80901359838579,3.5
57.0,58.72266212530478,1.0,54.89064850121913,2.0,24.03908991808899,1.5,21.058634877133482,3.0,24.355517710873194,2.0,22.056309536421804,3.5
58.0,58.55473897769485,1.0,54.218955910779414,2.0,23.255448562575985,1.5,19.883172843863978,3.0,22.956158147457117,2.0,20.354688307307853,3.5
59.0,58.39251961506301,1.0,53.57007846025204,2.0,22.498424870294052,1.5,18.747637305441074,3.0,21.604330125525088,2.0,18.71086543263851,3.5
60.0,58.23664424312258,1.0,52.94657697249033,2.0,21.77100646790538,1.5,17.656509701858074,3.0,20.305368692688184,2.0,17.131328330308833,3.5
61.0,58.08772803075393,1.0,52.350912123015725,2.0,21.076064143518344,1.5,16.61409621527752,3.0,19.06440025628276,2.0,15.622310711639837,3.5
62.0,57.94635868221393,1.0,51.78543472885574,2.0,20.41634051699836,1.5,15.624510775497544,3.0,17.88632235178279,2.0,14.189767979767876,3.5
63.0,57.813094117735766,1.0,51.25237647094306,2.0,19.794439216100237,1.5,14.691658824150355,3.0,16.77578431446471,2.0,12.839353726389085,3.5
64.0,57.68846027167263,1.0,50.75384108669053,2.0,19.21281460113895,1.5,13.819221901708424,3.0,15.737168930605264,2.0,11.576397419616004,3.5
65.0,57.57294901687516,1.0,50.291796067500634,2.0,18.673762078750737,1.5,13.010643118126104,3.0,14.774575140626318,2.0,10.4058833710016,3.5
66.0,57.46701622349396,1.0,49.86806489397581,2.0,18.179409042971784,1.5,12.26911356445768,3.0,13.891801862449618,2.0,9.332431064738735,3.5
67.0,57.37107995986841,1.0,49.484319839473635,2.0,17.73170647938591,1.5,11.597559719078866,3.0,13.092332998903409,2.0,8.360276926666547,3.5
68.0,57.28551884260194,1.0,49.14207537040777,2.0,17.332421265475723,1.5,10.998631898213585,3.0,12.379323688349505,2.0,7.493257605032998,3.5
69.0,57.210670542335244,1.0,48.84268216934098,2.0,16.98312919756448,1.5,10.47469379634672,3.0,11.755587852793713,2.0,6.734794828997156,3.5
70.0,57.14683045111454,1.0,48.587321804458156,2.0,16.68520877186785,1.5,10.027813157801777,3.0,11.223587092621162,2.0,6.087881904627334,3.5
71.0,57.0942505166141,1.0,48.37700206645643,2.0,16.439835744199165,1.5,9.659753616298744,3.0,10.78542097178422,2.0,5.555071901689612,3.5
72.0,57.05313824781393,1.0,48.212552991255734,2.0,16.247978489798356,1.5,9.371967734697538,3.0,10.442818731782783,2.0,5.138467577847866,3.5
73.0,57.02365589605657,1.0,48.09462358422627,2.0,16.11039418159731,1.5,9.165591272395968,3.0,10.197132467138054,2.0,4.839713080039878,3.5
74.0,57.005919814715185,1.0,48.02367925886074,2.0,16.0276258020042,1.5,9.041438703006296,3.0,10.049331789293213,2.0,4.659987455780545,3.5
75.0,57.0,1.0,48.0,2.0,16.0,1.5,9.0,3.0,10.0,2.0,4.600000000000001,3.5
76.0,57.005919814715185,1.0,48.02367925886074,2.0,16.0276258020042,1.5,9.041438703006296,3.0,10.049331789293213,2.0,4.659987455780545,3.5
77.0,57.02365589605657,1.0,48.09462358422627,2.0,16.110394181597307,1.5,9.165591272395964,3.0,10.197132467138054,2.0,4.839713080039875,3.5
78.0,57.05313824781393,1.0,48.212552991255734,2.0,16.247978489798356,1.5,9.371967734697538,3.0,10.442818731782783,2.0,5.138467577847866,3.5
79.0,57.09425051661411,1.0,48.37700206645643,2.0,16.439835744199165,1.5,9.659753616298747,3.0,10.785420971784223,2.0,5.555071901689615,3.5
80.0,57.14683045111454,1.0,48.587321804458156,2.0,16.68520877186785,1.5,10.027813157801774,3.0,11.223587092621159,2.0,6.087881904627331,3.5
81.0,57.210670542335244,1.0,48.84268216934098,2.0,16.98312919756448,1.5,10.474693796346717,3.0,11.75558785279371,2.0,6.734794828997153,3.5
82.0,57.28551884260194,1.0,49.14207537040776,2.0,17.332421265475723,1.5,10.998631898213581,3.0,12.379323688349501,2.0,7.493257605032998,3.5
83.0,57.37107995986841,1.0,49.48431983947364,2.0,17.731706479385913,1.5,11.59755971907887,3.0,13.092332998903416,2.0,8.360276926666554,3.5
84.0,57.46701622349396,1.0,49.86806489397582,2.0,18.17940904297179,1.5,12.269113564457687,3.0,13.891801862449626,2.0,9.332431064738746,3.5
85.0,57.57294901687516,1.0,50.29179606750063,2.0,18.673762078750734,1.5,13.0106431181261,3.0,14.774575140626311,2.0,10.405883371001597,3.5
86.0,57.68846027167263,1.0,50.75384108669053,2.0,19.212814601138945,1.5,13.819221901708417,3.0,15.737168930605261,2.0,11.576397419615997,3.5
87.0,57.813094117735766,1.0,51.252376470943055,2.0,19.79443921610023,1.5,14.691658824150343,3.0,16.775784314464694,2.0,12.83935372638907,3.5
88.0,57.94635868221393,1.0,51.78543472885573,2.0,20.416340516998353,1.5,15.624510775497532,3.0,17.886322351782777,2.0,14.189767979767858,3.5
89.0,58.08772803075393,1.0,52.350912123015725,2.0,21.076064143518344,1.5,16.61409621527752,3.0,19.06440025628276,2.0,15.622310711639837,3.5
90.0,58.23664424312258,1.0,52.94657697249032,2.0,21.771006467905373,1.5,17.65650970185806,3.0,20.305368692688166,2.0,17.13132833030881,3.5
91.0,58.39251961506301,1.0,53.570078460252034,2.0,22.49842487029404,1.5,18.74763730544106,3.0,21.604330125525074,2.0,18.71086543263849,3.5
92.0,58.55473897769485,1.0,54.21895591077941,2.0,23.255448562575975,1.5,19.88317284386396,3.0,22.956158147457096,2.0,20.354688307307832,3.5
93.0,58.72266212530478,1.0,54.890648501219125,2.0,24.039089918088976,1.5,21.058634877133468,3.0,24.355517710873173,2.0,22.056309536421782,3.5
94.0,58.89562634194596,1.0,55.58250536778387,2.0,24.84625626241451,1.5,22.269384393621763,3.0,25.796886182883053,2.0,23.809013598385793,3.5
95.0,59.07294901687516,1.0,56.29179606750063,2.0,25.673762078750734,1.5,23.510643118126097,3.0,27.274575140626308,2.0,25.60588337100159,3.5
96.0,59.253930338505434,1.0,57.015721354021736,2.0,26.518341579692024,1.5,24.777512369538037,3.0,28.782752820878617,2.0,27.439827430188398,3.5
97.0,59.43785605624283,1.0,57.7514242249713,2.0,27.376661595799852,1.5,26.064992393699782,3.0,30.315467135356883,2.0,29.30360803659397,3.5
98.0,59.624000299307085,1.0,58.496001197228345,2.0,28.245334730099735,1.5,27.368002095149603,3.0,31.866669160892386,2.0,31.18986969964514,3.5
99.0,59.81162844141206,1.0,59.24651376564824,2.0,29.120932726589615,1.5,28.681399089884422,3.0,33.43023701176717,2.0,33.09116820630888,3.5
100.0,60.0,1.0,60.0,2.0,29.999999999999996,1.5,29.999999999999996,3.0,34.99999999999999,2.0,34.99999999999999,3.5
