Gait_Cycle(%),Elbow_Reference_Mean,Elbow_Reference_Std,Elbow_Patient_Mean,Elbow_Patient_Std,Hip_Reference_Mean,Hip_Reference_Std,Hip_Patient_Mean,Hip_Patient_Std,Knee_Reference_Mean,Knee_Reference_Std,Knee_Patient_Mean,Knee_Patient_Std
47.0,60.401314935118535,2.0,60.194019391072494,1.0,30.990011184822794,3.0,30.78271564077675,2.0,36.00328733779634,3.5,35.6019724026778,2.5
48.0,60.25857278698362,2.0,60.12730981352806,1.0,30.64247880753155,3.0,30.511215834075987,2.0,35.64643196745906,3.5,35.38785918047544,2.5
49.0,60.12657226103592,2.0,60.06303832502363,1.0,30.315935041601147,3.0,30.252401105588866,2.0,35.316430652589794,3.5,35.18985839155387,2.5
50.0,60.0,2.0,60.0,1.0,30.0,3.0,30.0,2.0,35.0,3.5,35.0,2.5
51.0,59.87342773896408,2.0,59.93696167497637,1.0,29.684064958398853,3.0,29.747598894411137,2.0,34.68356934741021,3.5,34.81014160844612,2.5
52.0,59.74142721301637,2.0,59.87269018647194,1.0,29.35752119246845,3.0,29.488784165924013,2.0,34.35356803254094,3.5,34.61214081952457,2.5
53.0,59.598685064881465,2.0,59.805980608927506,1.0,29.009988815177206,3.0,29.217284359223243,2.0,33.99671266220366,3.5,34.3980275973222,2.5
54.0,59.44011582475831,2.0,59.73568401260715,1.0,28.631541762351773,3.0,28.92710995020061,2.0,33.600289561895785,3.5,34.16017373713747,2.5
55.0,59.26097106542042,2.0,59.66073426916763,1.0,28.21292513646589,3.0,28.6126883402131,2.0,33.152427663551045,3.5,33.89145659813063,2.5
56.0,59.05694289686797,2.0,59.58017344787465,1.0,27.745761241051273,3.0,28.268991792057953,2.0,32.642357242169936,3.5,33.58541434530196,2.5
57.0,58.82426005545243,2.0,59.49317536808057,1.0,27.22274081933979,3.0,27.891656131967935,2.0,32.06065013863108,3.5,33.23639008317865,2.5
58.0,58.55977496099091,2.0,59.39906690319687,1.0,26.6377962478801,3.0,27.47708819008606,2.0,31.399437402477268,3.5,32.83966244148636,2.5
59.0,58.26104026007412,2.0,59.29734666752903,1.0,25.986253725169227,3.0,27.02256013262415,2.0,30.65260065018528,3.5,32.39156039011117,2.5
60.0,57.92637354225589,2.0,59.18770075941774,1.0,25.2649618322193,3.0,26.52628904938115,2.0,29.815933855639717,3.5,31.88956031338383,2.5
61.0,57.55490910542786,2.0,59.07001528148262,1.0,24.47239422110703,3.0,25.98750039716179,2.0,28.887272763569648,3.5,31.332363658141787,2.5
62.0,57.1466358544262,2.0,58.944385410642205,1.0,23.608724602923715,3.0,25.40647415913972,2.0,27.866589636065505,3.5,30.719953781639305,2.5
63.0,56.70242063949897,2.0,58.81112084616404,1.0,22.675872651576526,3.0,24.784572858241596,2.0,26.756051598747426,3.5,30.05363095924845,2.5
64.0,56.22401657515686,2.0,58.67074752240132,1.0,21.677519907537935,3.0,24.124250854782392,2.0,25.560041437892153,3.5,29.336024862735293,2.5
65.0,55.71405612143114,2.0,58.52400553317031,1.0,20.619095248487334,3.0,23.429044660226506,2.0,24.285140303577855,3.5,28.571084182146713,2.5
66.0,55.17602895484393,2.0,58.371843275959975,1.0,19.507729984185833,3.0,22.703544305301882,2.0,22.94007238710981,3.5,27.764043432265886,2.5
67.0,54.61424490156942,2.0,58.215407885370425,1.0,18.35218312309499,3.0,21.953346106895985,2.0,21.53561225392356,3.5,26.921367352354135,2.5
68.0,54.033782446442956,2.0,58.05603208537773,1.0,17.162737840419894,3.0,21.184987479354668,2.0,20.08445611610739,3.5,26.050673669664437,2.5
69.0,53.44042356483224,2.0,57.89521764826393,1.0,15.951070643776227,3.0,20.405864727207923,2.0,18.601058912080596,3.5,25.160635347248355,2.5
70.0,52.84057584621836,2.0,57.734615703407016,1.0,14.730095176141564,3.0,19.624135033330216,2.0,17.101439615545896,3.5,24.260863769327536,2.5
71.0,52.24118308512055,2.0,57.57600419071582,1.0,13.513783009112462,3.0,18.84860411470774,2.0,15.602957712801366,3.5,23.361774627680816,2.5
72.0,51.649625703451825,2.0,57.42126280049861,1.0,12.316964156174961,3.0,18.088601253221746,2.0,14.124064258629563,3.5,22.474438555177734,2.5
73.0,51.07361253551465,2.0,57.272345783221425,1.0,11.155110369714812,3.0,17.35384361742159,2.0,12.684031338786609,3.5,21.610418803271966,2.5
74.0,50.521065649974496,2.0,57.13125304827949,1.0,10.044104571520727,3.0,16.654291969825717,2.0,11.302664124936252,3.5,20.78159847496175,2.5
75.0,50.0,2.0,57.0,1.0,9.000000000000004,3.0,16.000000000000004,2.0,10.000000000000004,3.5,20.000000000000004,2.5
76.0,49.51839978146007,2.0,56.88058658115088,1.0,8.038772834491871,3.0,15.400959634182684,2.0,8.79599945365018,3.5,19.277599672190107,2.5
77.0,49.08409343819581,2.0,56.77496600889171,1.0,7.176072175077127,3.0,14.866944745773033,2.0,7.710233595489507,3.5,18.6261401572937,2.5
78.0,48.704629281974405,2.0,56.68501369512926,1.0,6.42697131322012,3.0,14.40735572637497,2.0,6.76157320493601,3.5,18.056943922961604,2.5
79.0,48.387153692306825,2.0,56.61249684251239,1.0,5.805724223485023,3.0,14.031067373690586,2.0,5.967884230767067,3.5,17.58073053846024,2.5
80.0,48.13829382787857,2.0,56.55904519882207,1.0,5.325531139461991,3.0,13.746282510405486,2.0,5.345734569696431,3.5,17.20744074181786,2.5
81.0,47.96404671740273,2.0,56.52612343640656,1.0,4.998316948917214,3.0,13.56039366792104,2.0,4.910116793506831,3.5,16.9460700761041,2.5
82.0,47.86967650423665,2.0,56.515005599826154,1.0,4.834525956007277,3.0,13.479855051596783,2.0,4.674191260591621,3.5,16.804514756354973,2.5
83.0,47.8596214975533,2.0,56.526752034366396,1.0,4.842936315062745,3.0,13.510066851875834,2.0,4.649053743883259,3.5,16.789432246329955,2.5
84.0,47.93741253511577,2.0,56.56218917102794,1.0,5.030497144729529,3.0,13.655273780641693,2.0,4.843531337789429,3.5,16.90611880267366,2.5
85.0,48.10560399106991,2.0,56.62189250058,1.0,5.4021909877648735,3.0,13.918479497274966,2.0,5.264009977674776,3.5,17.15840598660487,2.5
86.0,48.36571856932735,2.0,56.70617302094394,1.0,5.960923895878909,3.0,14.301378347495502,2.0,5.914296423318376,3.5,17.548577853991027,2.5
87.0,48.71820681207279,2.0,56.815067389307494,1.0,6.707444996724171,3.0,14.804305573958873,2.0,6.79551703018198,3.5,18.07731021810919,2.5
88.0,49.16242202700002,2.0,56.94833195378566,1.0,7.640296948071359,3.0,15.426206874856994,2.0,7.906055067500061,3.5,18.743633040500036,2.5
89.0,49.69661109959835,2.0,57.10544078002524,1.0,8.755798209448011,3.0,16.1646278898749,2.0,9.241527748995873,3.5,19.54491664939752,2.5
90.0,50.31792141189465,2.0,57.28558772682743,1.0,10.04805757149683,3.0,17.015723886429605,2.0,10.794803529736628,3.5,20.476882117841978,2.5
91.0,51.02242384034595,2.0,57.48769256259699,1.0,11.5090208857129,3.0,17.97428960796394,2.0,12.556059600864874,3.5,21.533635760518923,2.5
92.0,51.80515155697477,2.0,57.71041105219284,1.0,13.12854943984783,3.0,19.033808935065895,2.0,14.512878892436936,3.5,22.707727335462163,2.5
93.0,52.66015411324611,2.0,57.95214888252899,1.0,14.89452893492715,3.0,20.18652370421003,2.0,16.650385283115277,3.5,23.99023116986917,2.5
94.0,53.58056604943847,2.0,58.21107923601728,1.0,16.793007546192257,3.0,21.423520732771067,2.0,18.95141512359617,3.5,25.370849074157697,2.5
95.0,54.55868904708063,2.0,58.48516376458268,1.0,18.80836109978631,3.0,22.734835817288367,2.0,21.396722617701574,3.5,26.838033570620944,2.5
96.0,55.58608643194458,2.0,58.772176664403716,1.0,20.92348297672431,3.0,24.10957320918344,2.0,23.965216079861456,3.5,28.379129647916873,2.5
97.0,56.65368864340404,2.0,59.06973150355815,1.0,23.11999597222236,3.0,25.536038832376462,2.0,26.634221608510103,3.5,29.980532965106065,2.5
98.0,57.75190811569753,2.0,59.37531041214223,1.0,25.37848299783076,3.0,27.001885294275457,2.0,29.37977028924383,3.5,31.627862173546298,2.5
99.0,58.870761870449655,2.0,59.686295207847756,1.0,27.678733221369992,3.0,28.494266558768096,2.0,32.17690467612413,3.5,33.306142805674476,2.5
100.0,60.0,2.0,60.0,1.0,29.999999999999993,3.0,29.999999999999993,2.0,34.999999999999986,3.5,34.99999999999999,2.5
